uuid,SD1,SD2,sampen,higuci,datasetId,sd_ratio,sd_product,log_sampen,SD1_z,SD2_z,sampen_z,higuci_z,sd_ratio_z,sd_product_z
62b75db5-bc40-4c8f-9166-daf0efcab4c2,8.347897874083536,115.8624441670105,2.2096591387681817,1.1007148890923792,2,13.879235936356052,967.2078513479092,0.7928382677825878,-0.7699868043996922,-0.34684439434995923,0.7041110569998725,-1.3110553233752684,-0.07885970029927361,-0.5497147793678664
47a0c6de-2aef-4ac3-997d-252fa6fd07f1,11.63918464181923,302.0298117290956,2.080910264822554,1.0851426224759508,2,25.94939602933283,3515.380746048844,0.7328054253008558,0.3541659761183731,1.3698967151708636,0.0834153030931849,-1.560256953027153,1.0915130779929025,1.3417491789641998
dd8e743b-4c9b-449c-bd98-77aca9618da7,12.1249456228189,131.8222193304774,2.091830172993115,1.219394941413918,2,10.871984372646642,1598.337241261345,0.7380393636498689,0.5200796737065176,-0.19967143659356948,0.13605996262924028,0.5881712422999629,-0.37045528316896675,-0.08123852465694953
a279e4fe-6a20-499e-a066-754550df1862,15.73257351188016,252.38995818902302,2.071964119335661,1.1657479965389093,2,16.04250938337809,3970.7435708691646,0.7284970073243534,1.7522800891546102,0.912143144505931,0.040286114096230605,-0.27033615537027006,0.13090026434859092,1.6797570013152816
8926d0c5-5d8f-4c08-a936-6dd9a986192b,11.07859601306389,259.7020185451436,2.194703408588334,1.0878349897166508,2,23.4417807309611,2877.1337472388723,0.7860469160253623,0.16269458203633297,0.9795712591805577,0.6320097800354938,-1.5171712340030545,0.8483642994318812,0.8679896482537236
76ae0e4b-bfb0-4a47-95dc-8f682bbb0e2f,10.05179422565391,116.5978105263383,2.083079014290388,1.2617127854193322,2,11.59970129797928,1172.017198572536,0.7338470944880545,-0.188013869039159,-0.34006321848574295,0.09387080103051487,1.2653800230935037,-0.2998928322030201,-0.3976884002275432
e84cdc8a-3479-4aad-a90b-e9953fd19624,8.910813948181499,87.55511787062729,2.176927624960238,1.194784572088652,2,9.82571495486059,780.1873655562608,0.7779145363898223,-0.5777204616127682,-0.6078802106157418,0.5463130816318807,0.1943336402824828,-0.47190590485947015,-0.688536799286642
d11a2544-ea29-4db3-bb69-3801252bcec2,9.726331218002336,141.50048666809317,2.058926710518548,1.135012727562727,2,14.54818713208037,1376.280600842398,0.7221848327149863,-0.29917712244931305,-0.1104233603866764,-0.022566973831707225,-0.7621899943337791,-0.013995418181151582,-0.24606726643274518
8d21c3bb-e4ae-4029-8918-f6345572aa3a,13.41247283763803,233.42935850084461,2.018679321251936,1.1442480881434811,2,17.403901676191737,3130.864930399848,0.7024434962313733,0.9598399865179581,0.7372981038732956,-0.21659883491163978,-0.614397321382837,0.2629065068352149,1.0563298464608253
85e02135-fddf-48f1-a9b2-10d89d309e70,12.784865230276429,570.8967400096471,2.0320064254400494,1.076247803821123,2,44.654107002839595,7298.8378814275,0.7090236918372446,0.7454779795952935,3.8492512594944195,-0.15234913137693143,-1.7025999631258,2.905199423541309,4.150142920356267
290df1fe-c6d2-45ff-abf5-6602e80fe11a,15.914702505022658,364.2059698524084,1.755555566661857,1.1566995356380143,2,22.88487452011531,5796.22966075433,0.562785369023076,1.8144870095789132,1.943253732999249,-1.4851132088316732,-0.41513788898337933,0.7943643637048474,3.034783244877755
16c65974-85c2-45a1-9a46-252f21c09c06,10.64317808001841,140.47831350206948,2.164911745313078,1.14474470814541,2,13.198906609089311,1495.1357069831802,0.7723795963339956,0.013975763330283216,-0.11984932326159706,0.4883847654619419,-0.606449954641257,-0.14482725323754214,-0.15784320989540154
31d0b688-60d4-4337-88e8-95de2b208a5a,8.23439696302124,103.9694044667656,2.1031037757972557,1.138021374212902,2,12.626231760949587,856.1253483882616,0.7434142420543007,-0.8087535159523879,-0.45651597878467304,0.19040977694074965,-0.7140428834000837,-0.2003561814300797,-0.6321693691590147
8afd2870-8867-4f3c-bae4-9615a6259dfa,8.769105302595035,93.32323075657844,2.11935963826419,1.1036412689376571,2,10.642275070976895,818.3612376828121,0.7511139856328375,-0.6261216430355184,-0.5546895970009965,0.2687789657351962,-1.264224720972512,-0.39272884967710353,-0.6602010048719451
276c88aa-1b2e-45f7-97f5-c698978c2985,12.69924543497036,212.7709275075805,1.8435149328269267,1.2248061658179,2,16.754611807223263,2702.030229845051,0.6116740389179625,0.7162341799044747,0.5467965234472401,-1.0610628585502493,0.674766596277637,0.19994866849603973,0.7380133845487225
8339c5bf-727a-42a8-bf80-1ec714569b71,8.14982596415519,90.34839417784373,2.18018839919867,1.10160122214445,2,11.085929267105428,736.3236886903184,0.7794112947176279,-0.8376390948264119,-0.5821220322107655,0.5620332092121643,-1.296871412552849,-0.349710298959946,-0.7210960357671758
60f1a82e-ebef-49df-9676-8ef36759db0e,11.524863033087001,333.6030831102357,2.1267331627817065,1.054430968631784,2,28.94638158843942,3844.729840261006,0.7545870759654552,0.31511895183915833,1.6610494217481004,0.3043265803984676,-2.051732881084842,1.3821132264825697,1.586219223640948
